Rarity,Color,Cost,Title,Power,Health,Type,SubType,Text,Exp,Legendary,Land Average Percentage to Hit,Charges
S,R,3,Chandra’s Firecrafter,3,3,Creature,Wizard,Debut: Add a random red spell or trap that deals damage to your hand.,CHA,,,
S,R,4,Flame Shot,,,Spell,,Deal 3 damage to an enemy and 1 damage to each other enemy.,CHA,,,
S,R,,Torch!,,,Special,,"Before the game starts, deal 4 damage to your opponent.",CHA,,,
S,R,,Splash of Color,,,Deckbuilding,,Your deck can have up to 6 cards of a second color.,CHA,,,
T,R,,War Boar,,,Skill,,Give haste.,DOM,,,
T,G,,War Boar,,,Skill,,Give trample.,DOM,,,
S,RG,4,Rampaging Boar,5,4,Creature,Beast,Debut: Your War Boars get +1/+1 for the rest of the game.,DOM,,,
S,RG,5,Rampaging Nodorog,6,5,Creature,Beast,"Debut: For the rest of the game, your War Boars get either haste or trample.",DOM,,,
S,RG,3,Gruul Club,,,Artifact,,Activate: Choose a friendly and enemy creature. They fight!,DOM,,,
S,RG,,Unbridled Rage,,,Special,,"After every 5 creatures you summon, add a War Boar to your hand.",DOM,,,
T,RG,1,War Boar,3,2,Creature,Beast,,DOM,,,
S,GW,2,Drizzt's Herald,3,2,Creature,Bard,Debut: A friendly creature becomes legendary.,DRI,,,
S,GW,3,Defend with Twinkle,,,Spell,,"Give a friendly creature +0/+2 and ward.,
Add a Strike with Icingdeath to your hand.",DRI,,,
S,GW,3,Hero's Call,,,Spell,,Draft a legendary creature and add it to your hand. Reduce its cost by 2.,DRI,,,
S,GW,,Guenhwyvar's Aid,,,Special,,"After you attack with 1 or more legendary creatures, summon an attacking Guenhwyvar.,
,
After Guenhwyvar deals damage or dies, she retreats to her figurine.",DRI,,,
S,GW,,Companions of the Hall,,,Deckbuilding,,Your deck can have a total of 6 legendary creatures of any colors.,DRI,,,
T,GW,1,Guenhwyvar,0,2,Creature,Beast,"Attack: Gets +1/+0 permanently.,
Can’t trigger traps.",DRI,Y,,
T,GW,3,Strike with Icingdeath,,,Spell,,Stun an enemy creature and give a friendly creature +2/+0.,DRI,,,
S,W,1,Ardent Supporter,2,1,Creature,Soldier,Debut: Add a random white creature that costs 2 or less to your hand.,GID,,,
S,W,3,Gideon’s Veteran,3,2,Creature,Soldier,Armor,GID,,,
S,W,1,Gideon’s Protection,,,Spell,,Give a friendly creature armor and give Gideon +1/+1 for the rest of the game.,GID,,,
S,W,,Lead the Charge,,,Special,,"After you attack with 3 or more creatures, summon Gideon to join the fight!",GID,,,
S,W,,Splash of Color,,,Deckbuilding,,Your deck can have up to 6 cards of a second color.,GID,,,
T,W,3,Gideon,4,4,Creature,Soldier,"Invulnerable,
Can’t trigger traps.",GID,,,
S,U,3,Jace’s Apprentice,3,1,Creature,Wizard,"Ward,
Debut: Gets +0/+1 for each other card in your hand. ",JAC,,,
S,U,3,Repulse,,,Spell,,Return an enemy creature to hand. Draw a card.,JAC,,,
S,U,2,Remand,,,Trap,,"If your opponent plays a card that costs 3 or more, counter it and return it to their hand. Draw a card.",JAC,,,
S,U,,Multiverse Mind,,,Special,,"20 mana, Activate: Change the cost of each card in your deck to 1, then draw a card. Reduce this cost by 1 each time you draw a card.",JAC,,,
S,U,,Splash of Color,,,Deckbuilding,,Your deck can have up to 6 cards of a second color.,JAC,,,
S,WB,2,Kaya's Enforcer,2,1,Creature,Soldier,"Sneak,
Armor",KAY,,,
S,WB,1,Cut Down,,,Spell,,"Deal 1 damage to an enemy. ,
After you complete a mission, return this to your hand from your graveyard.",KAY,,,
S,WB,2,Ghost Blades,,,Artifact,,Activate: Choose a friendly creature. It steals 1 power from an enemy creature.,KAY,,,
S,WB,,Free Spirit,,,Special,,"Mission: To complete, deal 3 damage to your opponent during your turn. If you do, add a random Unchained Spirit to your hand and get a new mission that requires 1 more damage.",KAY,,,
T,WB,2,Sly Spirit,2,1,Creature,Spirit,Sneak,KAY,,,
T,WB,2,Somber Spirit,2,1,Creature,Spirit,Finale: Drain 2 from your opponent.,KAY,,,
T,WB,2,Stalwart Spirit,2,1,Creature,Spirit,Debut: Stun an enemy creature.,KAY,,,
S,GU,3,Kiora’s Tideshaper,2,2,Creature,Merfolk,Debut: Get an empty mana gem.,KIO,,,
S,GU,6,Octopummeler,8,8,Creature,Beast,"Attack: If you have Fish, give them +2/+2. If not, summon a Fish.",KIO,,,
S,GU,4,Drag Under,,,Spell,,Put an enemy creature into the top 8 cards of your opponent's deck.,KIO,,,
S,GU,,Beckon Behemoths,,,Special,,"Start the game with a Fish.,
After you have 10, 15, and 20 mana gems, add a random Leviathan to your hand.",KIO,,,
T,GU,1,Fish,0,1,Creature,Beast,,KIO,,,
T,GU,10,Arixmethes,10,10,Creature,Leviathan,"Reach, Sneak, Ward,
Can’t be countered.",KIO,Y,,
T,GU,10,Tidemaker Lorthos,8,8,Creature,Leviathan,"Trample,
Debut: Give friendly creatures +1/+1 eight times at random.",KIO,Y,,
T,GU,10,"Tini, Puffed Doom",7,7,Creature,Leviathan,Debut: Return 2 enemy creatures to your opponent’s hand.,KIO,Y,,
S,B,2,Diehard Fan,3,2,Creature,Zombie,Finale: Reduce the cost of each Zombie in your hand by 1.,LIL,,,
S,B,4,Liliana’s Goliath,4,2,Creature,Zombie,"Relentless,
After this leaves your graveyard, double its power.",LIL,,,
S,B,2,Zombify,,,Spell,,Draft a Zombie from your graveyard and summon it.,LIL,,,
S,B,,Grave Ambition,,,Special,,"After you return a creature from any graveyard, give it +1/+1 for the rest of the game and heal yourself for 1.,
",LIL,,,
S,B,,Splash of Color,,,Deckbuilding,,Your deck can have up to 6 cards of a second color.,LIL,,,
S,RW,2,Kor Recruit,2,1,Creature,Warrior,"Armor,
Haste",NAH,,,
S,RW,3,Willful Smith,4,3,Creature,Warrior,Debut: Give your Stoneforged Blade +1/+0 for the rest of the game.,NAH,,,
S,RW,2,Nahiri’s Outburst,,,Spell,,Deal damage to an enemy creature equal to the power of the creature wielding your Stoneforged Blade.,NAH,,,
S,RW,,Forge from Stone,,,Special,,"1 mana, Activate: Give your Stoneforged Blade to a friendly creature until your next turn.",NAH,,,
S,G,1,Scion of Ashaya,1,1,Creature,Elemental,"Trample, Ward,
Debut: Spend all your mana. Gets +1/+1 for each mana spent.",NIS,,,
S,G,3,Joraga Druid,3,4,Creature,Elf Mystic,"After you get a mana gem that's not from your land, draw a card.",NIS,,,
S,G,2,Rampant Growth,,,Spell,,Get an empty mana gem.,NIS,,,
S,G,,Thrive,,,Special,,"After you get a mana gem that’s not from your land, heal yourself for 1.",NIS,,,
S,G,,Worldwaker,,,Deckbuilding,,You can use any land and your deck can have up to 6 cards of any colors.,NIS,,,
S,UR,0,Spark of Genius,,,Spell,,Draft a spell and add it to your hand.,RAL,,,
S,UR,3,Magnum Opus,,,Spell,,Summon a Mizzium Monstrosity.,RAL,,,
S,UR,5,Chaos Lightning,,,Spell,,Deal 1 damage at random among enemies for each spell you’ve played this game. Max 10. ,RAL,,,
S,UR,,Storm Conduit,,,Special,,Every third spell you play during a turn has its cost reduced by 2 and deals 1 damage to your opponent.,RAL,,,
T,UR,4,Mizzium Monstrosity,3,3,Creature,Elemental,"After you play a spell, gets +2/+0 or +0/+2 at random.",RAL,,,
S,W,2,Serra’s Disciple,2,2,Creature,Cleric,Debut: Add a random Angel to your hand.,SER,,,
S,W,3,Serra's Judgment,,,Spell,,Give an enemy creature can't attack.,SER,,,
S,W,4,Shrine of Valor,,,Artifact,,Activate: Summon a Knight. The next charge summons a Serra Angel.,SER,,,
S,W,,Ascension,,,Special,,"At the start of your turn, heal yourself and all friendly creatures 1.",SER,,,
S,W,,Divinity,,,Deckbuilding,,Your deck can have white multicolored cards.,SER,,,
T,W,5,Serra Angel,4,4,Creature,Angel,Flying,SER,,,
S,WU,3,Teferi’s Acolyte,2,5,Creature,Wizard,Debut: The next trap you arm this turn costs 0.,TEF,,,
S,WU,3,Absorb,,,Trap,,"If your opponent plays a card that costs 3 or more, counter it and heal yourself for 3.",TEF,,,
S,WU,2,Teferi’s Staff,,,Artifact,,Activate: Draft a trap and add it to your hand.,TEF,,,
S,WU,,Outwit,,,Special,,"After every third trap you play, draw 2 cards.",TEF,,,
S,G,2,Beast Bonder,2,3,Creature,Elf Soldier,"After a friendly creature in the arena or in your hand gets an upgrade, this gets +1/+0.",VIV,,,
S,G,1,Animal Arrow,,,Spell,,Draw a creature from your deck. Draft an upgrade for it.,VIV,,,
S,G,3,Vivien's Arkbow,,,Artifact,,Activate: Choose a friendly creature. Draft an upgrade for it.,VIV,,,
S,G,,Nurture,,,Special,,"1 mana, Activate: Store a random upgrade. The next creature you summon gets that upgrade.",VIV,,,
S,G,,Nature,,,Deckbuilding,,Your deck can have up to 8 creatures of any colors.,VIV,,,
S,BG,1,Vraska’s Grub,2,2,Creature,Pest,Finale: Get a fragile mana gem.,VRA,,,
S,BG,5,Turn to Stone,,,Spell,,Transform an enemy creature into a Statue and gain control of it.,VRA,,,
S,BG,1,Vraska’s Throne,,,Artifact,,Activate: Destroy a friendly creature to draft a creature with Finale and add it to your hand.,VRA,,,
S,BG,,Dramatic Exit,,,Special,,"During your turn, Finales of friendly creatures trigger twice.",VRA,,,
